,Price,Area,Location,City,bedrom
7374,175.0,2540,Kokapet,Hyderabad,3
7375,61.02,1130,Nanakramguda,Hyderabad,2
7376,80.7,1495,Nanakramguda,Hyderabad,3
7377,75.33,1395,Nanakramguda,Hyderabad,2
7378,68.84999,1275,Nanakramguda,Hyderabad,2
7379,108.0,1875,Kokapet,Hyderabad,3
7380,170.0,2630,Kokapet,Hyderabad,4
7381,170.0,2630,Kokapet,Hyderabad,4
7384,80.0,1700,Tellapur,Hyderabad,3
7385,184.0,2630,Kokapet,Hyderabad,4
7386,45.0,1230,Bachupally,Hyderabad,2
7387,36.0,1000,other,Hyderabad,2
7388,35.0,1150,Bachupally Road,Hyderabad,2
7390,52.0,1050,other,Hyderabad,2
7391,59.0,1122,Tarnaka,Hyderabad,2
7392,94.0,1441,Kukatpally,Hyderabad,2
7393,133.0,1710,Kondapur,Hyderabad,3
7394,79.98,1600,Nanakramguda,Hyderabad,3
7395,105.0,2020,Kondapur,Hyderabad,3
7397,42.36,1175,Bachupally Road,Hyderabad,2
7398,42.36,1175,Bachupally Road,Hyderabad,2
7399,41.58,1155,Bachupally Road,Hyderabad,2
7400,41.58,1155,Bachupally Road,Hyderabad,2
7401,41.58,1155,Bachupally Road,Hyderabad,2
7402,42.36,1175,Bachupally Road,Hyderabad,2
7403,41.58,1220,Bachupally Road,Hyderabad,2
7404,41.58,1155,Bachupally Road,Hyderabad,2
7405,41.58,1155,Bachupally Road,Hyderabad,2
7406,41.58,1155,Bachupally Road,Hyderabad,2
7407,43.89,1155,Bachupally Road,Hyderabad,2
7408,42.36,1175,Bachupally Road,Hyderabad,2
7409,41.58,1155,Bachupally Road,Hyderabad,2
7410,66.4,1165,Kondapur,Hyderabad,2
7411,60.0,1775,Bandlaguda Jagir,Hyderabad,3
7412,160.0,1662,Gachibowli,Hyderabad,3
7413,95.58,1770,Nanakramguda,Hyderabad,3
7415,55.0,1050,Kukatpally,Hyderabad,2
7416,63.63,1515,other,Hyderabad,3
7418,105.0,2191,Kondapur,Hyderabad,3
7420,95.17,1535,Kokapet,Hyderabad,3
7421,95.17,1535,Kokapet,Hyderabad,3
7422,89.03,1535,Kokapet,Hyderabad,3
7423,162.99999,2630,Kokapet,Hyderabad,4
7424,162.99999,2630,Kokapet,Hyderabad,4
7425,162.99999,2630,Kokapet,Hyderabad,4
7426,162.99999,2630,Kokapet,Hyderabad,4
7427,152.0,2630,Kokapet,Hyderabad,4
7428,152.0,2630,Kokapet,Hyderabad,4
7429,152.0,2630,Kokapet,Hyderabad,4
7430,152.0,2630,Kokapet,Hyderabad,4
7431,152.0,2630,Kokapet,Hyderabad,4
7432,152.0,2630,Kokapet,Hyderabad,4
7433,152.0,2630,Kokapet,Hyderabad,4
7434,152.0,2630,Kokapet,Hyderabad,4
7440,125.0,2607,Kondapur,Hyderabad,3
7441,120.0,1535,Kokapet,Hyderabad,3
7442,145.0,1730,Nanakramguda,Hyderabad,3
7444,150.0,1834,Manikonda,Hyderabad,3
7445,72.0,2025,other,Hyderabad,4
7446,37.0,1000,other,Hyderabad,2
7447,98.0,1580,Hitech City,Hyderabad,3
7448,130.0,2615,Gachibowli,Hyderabad,3
7449,158.0,2191,Kondapur,Hyderabad,3
7450,46.0,1190,other,Hyderabad,2
7452,74.38,1270,Nallagandla Gachibowli,Hyderabad,2
7453,48.0,1100,Kompally,Hyderabad,2
7455,38.0,900,other,Hyderabad,2
7457,121.0,1865,Hitech City,Hyderabad,3
7458,79.5,1589,Alwal,Hyderabad,3
7459,105.0,2025,other,Hyderabad,3
7460,105.0,2191,Kondapur,Hyderabad,3
7461,145.0,2270,Nanakramguda,Hyderabad,3
7462,140.0,1615,Kondapur,Hyderabad,3
7463,112.0,1745,Nanakramguda,Hyderabad,3
7464,75.0,960,Nanakramguda,Hyderabad,2
7465,46.41,1190,Bachupally,Hyderabad,2
7466,166.0,2615,Nanakramguda,Hyderabad,3
7469,124.0,2600,Kondapur,Hyderabad,3
7470,117.0,2452,Kondapur,Hyderabad,3
7472,55.0,1604,Madinaguda,Hyderabad,3
7473,55.0,1050,other,Hyderabad,2
7474,80.0,1620,Gajularamaram,Hyderabad,3
7475,160.0,2540,Kokapet,Hyderabad,3
7476,150.0,2160,Hitech City,Hyderabad,3
7477,54.0,1050,other,Hyderabad,2
7478,39.0,1150,Hitech City,Hyderabad,2
7479,148.0,2265,Hitech City,Hyderabad,3
7480,80.0,1500,Madhapur,Hyderabad,3
7481,98.0,1688,other,Hyderabad,3
7482,46.0,1100,other,Hyderabad,2
7483,121.0,1875,Kokapet,Hyderabad,3
7484,42.0,1050,other,Hyderabad,2
7487,150.0,2385,Shaikpet,Hyderabad,3
7488,112.0,1800,Nanakramguda,Hyderabad,3
7489,200.0,2607,Kondapur,Hyderabad,3
7492,40.6,1125,Pragathi Nagar Kukatpally,Hyderabad,2
7493,140.0,2050,Serilingampally,Hyderabad,3
7495,32.5,1300,other,Hyderabad,3
7496,34.5,1240,Madinaguda,Hyderabad,2
7497,98.55,1665,Nallagandla Gachibowli,Hyderabad,3
7498,75.36,1265,Nallagandla Gachibowli,Hyderabad,2
7499,97.82,2644,Nanakramguda,Hyderabad,3
7500,25.0,1000,Beeramguda,Hyderabad,2
7501,65.0,1550,other,Hyderabad,3
7503,53.0,1640,Madinaguda,Hyderabad,3
7505,39.0,1150,Madhapur,Hyderabad,2
7506,39.0,1150,Beeramguda,Hyderabad,2
7507,107.0,1770,Kondapur,Hyderabad,3
7508,120.0,1960,other,Hyderabad,3
7509,38.0,980,other,Hyderabad,2
7510,75.0,1195,Kondapur,Hyderabad,2
7511,90.0,1200,other,Hyderabad,2
7512,120.0,1590,other,Hyderabad,3
7513,150.0,2220,Nanakramguda,Hyderabad,3
7514,126.0,1592,Kukatpally,Hyderabad,3
7515,65.0,1380,other,Hyderabad,3
7517,55.0,1640,Madinaguda,Hyderabad,3
7518,37.2,1240,Madinaguda,Hyderabad,2
7519,32.0,1300,other,Hyderabad,3
7520,37.2,1240,Madinaguda,Hyderabad,2
7521,56.0,1160,other,Hyderabad,2
7522,112.0,1695,Kukatpally,Hyderabad,3
7523,73.17,1090,Kukatpally,Hyderabad,2
7524,115.0,1275,Gachibowli,Hyderabad,2
7525,102.0,1350,Kokapet,Hyderabad,2
7526,63.0,1250,other,Hyderabad,3
7527,135.0,2500,other,Hyderabad,3
7529,52.42,1165,Miyapur,Hyderabad,2
7530,52.0,1250,other,Hyderabad,3
7531,24.0,950,Patancheru,Hyderabad,2
7534,130.0,1710,Kondapur,Hyderabad,3
7535,97.82,2664,Nanakramguda,Hyderabad,3
7536,74.0,2000,Nanakramguda,Hyderabad,3
7537,48.0,1150,other,Hyderabad,2
7538,41.4,1150,other,Hyderabad,2
7539,85.0,1145,other,Hyderabad,2
7540,165.0,1900,Kondapur,Hyderabad,3
7541,100.0,1580,Hitech City,Hyderabad,3
7542,105.0,2192,Kondapur,Hyderabad,3
7543,205.0,2595,Hitech City,Hyderabad,3
7544,57.6,960,other,Hyderabad,2
7545,55.0,1665,Madinaguda,Hyderabad,3
7546,24.0,950,Patancheru,Hyderabad,2
7547,122.0,1735,Kukatpally,Hyderabad,3
7548,96.0,1360,Kukatpally,Hyderabad,2
7549,85.0,1208,Kukatpally,Hyderabad,2
7550,122.0,1740,Kukatpally,Hyderabad,3
7551,46.8,1200,Bachupally,Hyderabad,2
7552,48.36,1240,Bachupally,Hyderabad,2
7553,48.36,1240,Bachupally,Hyderabad,2
7554,46.8,1200,Bachupally,Hyderabad,2
7555,62.4,1600,Bachupally,Hyderabad,3
7556,49.53,1270,Bachupally,Hyderabad,2
7557,43.2,1080,Alwal,Hyderabad,2
7558,48.5,1020,other,Hyderabad,2
7559,48.0,1145,other,Hyderabad,2
7560,80.31999,1575,Chandanagar,Hyderabad,3
7561,103.0,1700,Kukatpally,Hyderabad,3
7562,105.0,1730,Kukatpally,Hyderabad,2
7563,66.48999,1090,Kukatpally,Hyderabad,2
7564,170.0,2300,other,Hyderabad,3
7567,127.0,2021,other,Hyderabad,3
7568,74.0,2000,Nanakramguda,Hyderabad,3
7569,150.0,2220,Nanakramguda,Hyderabad,3
7570,150.0,2230,Nanakramguda,Hyderabad,3
7571,162.0,1834,Manikonda,Hyderabad,3
7573,160.0,1834,Manikonda,Hyderabad,3
7575,100.0,1314,Manikonda,Hyderabad,2
7579,32.0,1200,Patancheru,Hyderabad,3
7580,32.5,1300,Patancheru,Hyderabad,3
7581,90.0,1600,other,Hyderabad,3
7583,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7584,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7585,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7586,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7587,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7588,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7589,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7590,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7591,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7592,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7593,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7594,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7595,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7596,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7597,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7598,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7599,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7600,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7601,68.0,1513,Pragathi Nagar Kukatpally,Hyderabad,3
7602,68.0,1515,Pragathi Nagar Kukatpally,Hyderabad,3
7603,110.0,1557,Sanath Nagar,Hyderabad,3
7604,31.0,1300,Patancheru,Hyderabad,3
7605,125.0,2025,other,Hyderabad,3
7606,78.0,1260,other,Hyderabad,2
7607,145.0,1834,Manikonda,Hyderabad,3
7608,72.0,1580,Tellapur,Hyderabad,3
7609,140.0,1860,Nanakramguda,Hyderabad,3
7610,22.11,1005,other,Hyderabad,2
7611,35.0,1200,other,Hyderabad,2
7612,30.0,1057,Bandlaguda Jagir,Hyderabad,2
7613,133.0,2122,other,Hyderabad,3
7614,32.0,910,Patancheru,Hyderabad,2
7615,40.0,1375,other,Hyderabad,3
7616,20.02,1001,Nagole,Hyderabad,2
7617,100.0,2000,Kondapur,Hyderabad,3
7618,140.0,1615,Kondapur,Hyderabad,3
7620,170.0,2250,Hitech City,Hyderabad,4
7622,95.42,1735,Kokapet,Hyderabad,3
7624,82.0,1500,Kondapur,Hyderabad,3
7625,42.3,1175,Bachupally Road,Hyderabad,2
7626,41.58,1155,Bachupally Road,Hyderabad,2
7627,33.0,910,Patancheru,Hyderabad,2
7628,35.0,1005,other,Hyderabad,2
7629,55.0,1150,other,Hyderabad,2
7630,35.07,1002,Miyapur,Hyderabad,2
7631,35.45,1013,Miyapur,Hyderabad,2
7632,35.17,1005,Miyapur,Hyderabad,2
7633,35.24,1007,Miyapur,Hyderabad,2
7634,35.42,1012,Miyapur,Hyderabad,2
7635,20.2,1010,Nagole,Hyderabad,2
7636,28.0,1400,Nagole,Hyderabad,3
7637,57.0,1665,Kollur Road,Hyderabad,3
7638,40.08,1002,other,Hyderabad,2
7639,93.0,2200,other,Hyderabad,3
7640,92.0,2000,other,Hyderabad,3
7641,93.0,1600,other,Hyderabad,3
7642,93.0,1691,other,Hyderabad,3
7643,93.0,1500,other,Hyderabad,3
7644,36.0,1175,Pragathi Nagar Kukatpally,Hyderabad,2
7645,84.6,1600,Chandanagar,Hyderabad,3
7646,61.65,1150,Chandanagar,Hyderabad,2
7647,68.95999,1230,Kukatpally,Hyderabad,2
7648,61.68,1090,Kukatpally,Hyderabad,2
7649,86.92,1190,Miyapur,Hyderabad,2
7650,107.0,1920,Miyapur,Hyderabad,3
7651,107.0,1905,Miyapur,Hyderabad,3
7652,112.0,1295,Kondapur,Hyderabad,2
7655,221.0,2600,other,Hyderabad,3
7656,109.0,2100,other,Hyderabad,3
7658,221.0,2600,other,Hyderabad,3
7663,63.54,1765,Balanagar,Hyderabad,3
7664,69.84,1940,Balanagar,Hyderabad,3
7665,165.0,2445,Jubilee Hills,Hyderabad,3
7666,120.0,1830,Kokapet,Hyderabad,3
7668,32.0,1300,Patancheru,Hyderabad,3
7669,32.5,910,Patancheru,Hyderabad,2
7670,47.5,1550,other,Hyderabad,3
7671,48.0,1650,Patancheru,Hyderabad,3
7672,48.0,1650,Patancheru,Hyderabad,3
7673,45.5,1475,other,Hyderabad,3
7674,41.5,1475,other,Hyderabad,3
7675,35.5,1500,Patancheru,Hyderabad,2
7676,44.5,1550,other,Hyderabad,3
7677,39.0,1400,other,Hyderabad,3
7678,38.0,1350,Patancheru,Hyderabad,2
7679,42.5,1475,other,Hyderabad,3
7680,48.5,1650,other,Hyderabad,3
7681,40.5,1375,Patancheru,Hyderabad,2
7682,45.0,1475,other,Hyderabad,3
7683,48.0,1000,other,Hyderabad,2
7684,86.0,1950,Tellapur,Hyderabad,3
7685,87.49,1535,Kondapur,Hyderabad,3
7686,83.0,1550,other,Hyderabad,3
7687,87.0,1510,other,Hyderabad,3
7689,137.0,1742,Gachibowli,Hyderabad,3
7692,45.82,1160,other,Hyderabad,2
7693,112.0,2450,Manikonda,Hyderabad,4
7695,46.0,1100,LB Nagar,Hyderabad,2
7696,33.75,1250,other,Hyderabad,2
7697,43.0,1250,Kollur Road,Hyderabad,2
7698,35.21,1006,Miyapur,Hyderabad,2
7699,45.0,1200,Kollur Road,Hyderabad,2
7700,42.5,1250,Kollur Road,Hyderabad,2
7701,46.0,1250,Kollur Road,Hyderabad,2
7702,42.17,1205,Kollur Road,Hyderabad,2
7703,42.21,1206,Kollur Road,Hyderabad,2
7704,42.28,1208,other,Hyderabad,2
7705,42.07,1202,Kollur Road,Hyderabad,2
7706,42.1,1203,Kollur Road,Hyderabad,2
7707,49.68,1104,Kondapur,Hyderabad,2
7708,72.0,1600,Kondapur,Hyderabad,3
7709,44.69,1242,Kollur Road,Hyderabad,2
7710,36.0,1210,Aminpur,Hyderabad,2
7711,52.0,1630,other,Hyderabad,3
7712,32.0,990,other,Hyderabad,2
7713,65.0,1450,Bachupally,Hyderabad,3
7714,29.0,950,other,Hyderabad,2
7715,48.3,1050,other,Hyderabad,2
7716,195.0,1400,Saket,Hyderabad,2
7717,52.0,1050,other,Hyderabad,2
7718,78.0,1200,Begumpet,Hyderabad,2
7721,98.0,1530,Madhapur,Hyderabad,3
7722,105.0,1250,other,Hyderabad,3
7723,42.76,1296,other,Hyderabad,2
7724,34.0,998,Shaikpet,Hyderabad,2
7725,98.0,1850,other,Hyderabad,4
7726,95.0,1115,Miyapur,Hyderabad,2
7727,210.0,2630,Hitech City,Hyderabad,3
7729,63.0,1085,other,Hyderabad,2
7730,51.0,1325,Gachibowli,Hyderabad,2
7731,42.0,1200,Kollur Road,Hyderabad,2
7732,42.03,1201,Kollur Road,Hyderabad,2
7733,46.0,1260,Kollur Road,Hyderabad,2
7734,49.63,1103,Kondapur,Hyderabad,2
7735,49.77,1106,Kondapur,Hyderabad,2
7736,95.0,1360,Kukatpally,Hyderabad,2
7737,122.0,1740,Kukatpally,Hyderabad,3
7739,60.0,1200,other,Hyderabad,2
7740,52.0,1440,other,Hyderabad,3
7741,55.0,1010,other,Hyderabad,2
7742,45.0,1080,other,Hyderabad,2
7743,65.0,1950,Kompally,Hyderabad,3
7744,150.0,1834,Manikonda,Hyderabad,3
7745,135.0,2200,Shaikpet,Hyderabad,3
7746,69.0,1133,Shaikpet,Hyderabad,2
7747,82.0,1650,Serilingampally,Hyderabad,3
7748,175.0,2600,Jubilee Hills,Hyderabad,3
7750,40.0,1075,other,Hyderabad,2
7751,50.0,1100,other,Hyderabad,2
7752,95.0,1120,Gachibowli,Hyderabad,2
7753,38.0,1200,other,Hyderabad,2
7754,40.0,1200,other,Hyderabad,2
7755,39.0,1120,other,Hyderabad,2
7756,100.0,1295,Kondapur,Hyderabad,2
7757,120.0,1490,Kondapur,Hyderabad,3
7758,82.55,1270,Kokapet,Hyderabad,2
7759,39.0,1100,other,Hyderabad,2
7760,42.16,1050,other,Hyderabad,2
7761,79.12,1978,other,Hyderabad,3
7762,59.0,1360,other,Hyderabad,3
7763,95.0,2000,Kukatpally,Hyderabad,3
7765,49.0,1100,other,Hyderabad,2
7766,95.0,1935,Narsingi,Hyderabad,3
7767,57.0,1080,other,Hyderabad,2
7768,60.0,1200,other,Hyderabad,2
7769,154.0,1905,other,Hyderabad,3
7770,112.99999,1570,Begumpet,Hyderabad,3
7771,112.99999,1570,Begumpet,Hyderabad,3
7772,105.0,1800,Gachibowli,Hyderabad,3
7773,100.0,1700,Gachibowli,Hyderabad,3
7774,115.0,1600,Narsingi,Hyderabad,3
7775,100.0,1655,Narsingi,Hyderabad,3
7776,98.0,1800,Manikonda,Hyderabad,3
7777,65.0,1300,Manikonda,Hyderabad,2
7778,42.24,1207,Kollur Road,Hyderabad,2
7780,195.0,2160,Gachibowli,Hyderabad,3
7784,45.0,861,other,Hyderabad,2
7786,82.0,1650,Serilingampally,Hyderabad,3
7787,85.25,1550,other,Hyderabad,3
7788,52.0,1030,other,Hyderabad,2
7791,193.0,2225,Kondapur,Hyderabad,3
7793,125.0,1900,other,Hyderabad,3
7794,72.0,1105,other,Hyderabad,2
7795,39.0,1150,other,Hyderabad,2
7797,150.0,2120,Hitech City,Hyderabad,3
7798,120.0,2103,Kondapur,Hyderabad,3
7799,110.0,1760,Narsingi,Hyderabad,3
7800,39.0,1150,other,Hyderabad,2
7801,39.0,1150,other,Hyderabad,2
7802,110.0,1700,Jubilee Hills,Hyderabad,3
7803,165.0,2232,Kukatpally,Hyderabad,3
7804,122.0,1740,Kukatpally,Hyderabad,3
7805,115.0,1592,Kukatpally,Hyderabad,3
7806,95.0,1360,Kukatpally,Hyderabad,2
7807,84.0,1208,Kukatpally,Hyderabad,2
7808,35.0,1200,Bandlaguda Jagir,Hyderabad,2
7809,152.0,2160,Hitech City,Hyderabad,3
7810,148.0,1834,Manikonda,Hyderabad,3
7811,75.0,1650,other,Hyderabad,3
7812,45.67,1180,other,Hyderabad,2
7813,46.5,1200,other,Hyderabad,2
7814,47.0,1220,other,Hyderabad,2
7815,45.67,1180,other,Hyderabad,2
7816,46.5,1200,other,Hyderabad,2
7820,70.65,1570,other,Hyderabad,2
7821,124.0,1725,Begumpet,Hyderabad,3
7822,124.0,1725,Begumpet,Hyderabad,3
7823,124.0,1725,Begumpet,Hyderabad,3
7824,124.0,1725,Begumpet,Hyderabad,3
7825,112.99999,1570,Begumpet,Hyderabad,3
7826,97.82,2644,Gachibowli,Hyderabad,3
7827,44.0,965,other,Hyderabad,2
7828,85.1,1850,Manikonda,Hyderabad,4
7829,55.0,1000,Kokapet,Hyderabad,2
7830,57.0,1310,LB Nagar,Hyderabad,3
7831,150.0,2150,other,Hyderabad,3
7832,39.0,1150,Balanagar,Hyderabad,2
7833,39.0,1150,Gachibowli,Hyderabad,2
7834,39.0,1150,Kondapur,Hyderabad,2
7835,39.0,1150,Kukatpally,Hyderabad,2
7836,39.0,1150,other,Hyderabad,2
7837,125.0,1945,Narsingi,Hyderabad,3
7838,105.0,1360,Kukatpally,Hyderabad,2
7839,39.0,1150,Balanagar,Hyderabad,2
7840,39.0,1150,Gachibowli,Hyderabad,2
7841,39.0,1150,Kondapur,Hyderabad,2
7842,39.0,1150,Kukatpally,Hyderabad,2
7843,39.0,1150,other,Hyderabad,2
7844,39.0,1150,other,Hyderabad,2
7845,39.0,1150,Nizampet,Hyderabad,2
7846,39.0,1150,other,Hyderabad,2
7847,39.0,1150,Aminpur,Hyderabad,2
7848,39.0,1150,Bachupally,Hyderabad,2
7849,39.0,1150,Miyapur,Hyderabad,2
7850,39.0,1150,Chandanagar,Hyderabad,2
7851,39.0,1150,Patancheru,Hyderabad,2
7852,39.0,1150,other,Hyderabad,2
7853,39.0,1150,Mallampet,Hyderabad,2
7854,60.0,1269,other,Hyderabad,2
7855,48.76,1200,Narsingi,Hyderabad,2
7856,43.67,1100,Narsingi,Hyderabad,2
7857,39.0,1150,Chandanagar,Hyderabad,2
7858,39.0,1150,Aminpur,Hyderabad,2
7859,39.0,1150,Miyapur,Hyderabad,2
7860,39.0,1150,Balanagar,Hyderabad,2
7861,39.0,1150,Gachibowli,Hyderabad,2
7862,39.0,1150,Hitech City,Hyderabad,2
7863,39.0,1150,Madhapur,Hyderabad,2
7864,39.0,1150,Kondapur,Hyderabad,2
7865,39.0,1150,other,Hyderabad,2
7866,48.76,1200,Narsingi,Hyderabad,2
7867,43.67,1100,Narsingi,Hyderabad,2
7868,76.0,1600,other,Hyderabad,3
7869,55.87,1510,other,Hyderabad,3
7870,50.5,1365,other,Hyderabad,3
7871,93.0,1691,other,Hyderabad,3
7872,124.0,1725,Begumpet,Hyderabad,3
7875,63.0,1100,Manikonda,Hyderabad,2
7876,70.0,1450,Tarnaka,Hyderabad,3
7878,99.0,1314,Manikonda,Hyderabad,2
7881,60.0,1250,other,Hyderabad,2
7882,125.0,2100,other,Hyderabad,3
7883,55.0,1150,other,Hyderabad,2
7885,90.0,1695,Kukatpally,Hyderabad,3
7886,155.0,2460,Nanakramguda,Hyderabad,3
7887,110.0,2000,Kondapur,Hyderabad,3
7889,150.0,2220,Nanakramguda,Hyderabad,3
7890,85.0,1822,other,Hyderabad,3
7891,50.0,1595,other,Hyderabad,3
7892,126.0,1535,East Marredpally,Hyderabad,3
7893,50.0,1665,other,Hyderabad,3
7894,110.0,1278,Kukatpally,Hyderabad,2
7895,185.0,2600,Kukatpally,Hyderabad,4
7896,200.0,2500,Hitech City,Hyderabad,3
7897,126.0,1535,East Marredpally,Hyderabad,3
7898,155.0,2460,Nanakramguda,Hyderabad,3
7899,180.0,2270,Nanakramguda,Hyderabad,3
7900,120.0,1600,Nanakramguda,Hyderabad,3
7901,40.0,1000,other,Hyderabad,2
7902,45.66,1180,Nizampet,Hyderabad,2
7903,38.29999,1100,Bachupally,Hyderabad,2
7905,93.0,1691,other,Hyderabad,3
7906,93.0,1691,other,Hyderabad,3
7907,93.0,1691,other,Hyderabad,3
7911,55.0,1300,other,Hyderabad,3
7912,150.0,2566,Manikonda,Hyderabad,4
7913,90.0,1980,other,Hyderabad,3
7914,35.0,1436,other,Hyderabad,3
7916,35.0,1000,other,Hyderabad,2
7917,97.82,2644,Gachibowli,Hyderabad,3
7920,48.0,1300,other,Hyderabad,2
7922,93.0,1450,Kukatpally,Hyderabad,3
7923,72.0,1331,other,Hyderabad,2
7924,170.0,2650,other,Hyderabad,3
7925,112.99999,1570,Begumpet,Hyderabad,3
7926,140.0,2160,Hitech City,Hyderabad,3
7927,112.0,1580,Hitech City,Hyderabad,3
7928,155.0,2160,Hitech City,Hyderabad,3
7929,50.0,970,Manikonda,Hyderabad,2
7930,40.0,800,Kachiguda,Hyderabad,2
7931,100.0,1358,other,Hyderabad,3
7932,38.0,1145,Nizampet,Hyderabad,2
7933,140.0,2000,other,Hyderabad,3
7934,134.0,2075,East Marredpally,Hyderabad,3
7935,75.0,1600,Malkajgiri,Hyderabad,3
7936,40.0,1230,other,Hyderabad,2
7937,72.0,1060,East Marredpally,Hyderabad,2
7939,85.0,1822,West Marredpally,Hyderabad,3
7940,140.0,2115,West Marredpally,Hyderabad,3
7941,40.0,880,other,Hyderabad,2
7942,46.0,925,Malkajgiri,Hyderabad,2
7943,62.0,1554,other,Hyderabad,3
7945,124.0,1725,Begumpet,Hyderabad,3
7946,110.0,1525,Begumpet,Hyderabad,3
7947,110.0,1525,Begumpet,Hyderabad,3
7951,155.0,1860,Nallagandla Gachibowli,Hyderabad,3
7952,78.75,1875,Puppalaguda,Hyderabad,3
7953,74.29,2008,Gachibowli,Hyderabad,3
7954,85.0,1290,other,Hyderabad,2
7955,140.0,2160,Hitech City,Hyderabad,3
7957,41.4,1150,Bachupally,Hyderabad,2
7958,46.8,1170,Nizampet,Hyderabad,2
7961,57.0,1500,other,Hyderabad,3
7962,62.77,1090,Kukatpally,Hyderabad,2
7963,70.19,1230,Kukatpally,Hyderabad,2
7964,81.05,1435,Kukatpally,Hyderabad,3
7965,81.81999,1115,Miyapur,Hyderabad,2
7966,109.0,1945,Miyapur,Hyderabad,3
7967,140.0,1616,other,Hyderabad,3
7968,44.0,1100,other,Hyderabad,2
7969,52.0,1300,Miyapur,Hyderabad,2
7972,145.0,1834,Manikonda,Hyderabad,3
7973,35.0,1091,Puppalaguda,Hyderabad,2
7974,75.0,1500,other,Hyderabad,3
7975,75.0,1500,other,Hyderabad,3
7976,155.0,1834,Manikonda,Hyderabad,3
7977,107.0,1920,Miyapur,Hyderabad,3
7978,102.0,1425,Miyapur,Hyderabad,2
7979,47.0,1220,Nizampet,Hyderabad,2
7980,74.0,1615,other,Hyderabad,3
7981,85.0,1540,other,Hyderabad,3
7982,60.0,1400,East Marredpally,Hyderabad,2
7983,52.0,1200,other,Hyderabad,2
7984,55.0,1425,other,Hyderabad,3
7985,65.0,1580,other,Hyderabad,2
7986,92.93,1844,Nallagandla Gachibowli,Hyderabad,3
7987,106.0,2120,Nallagandla Gachibowli,Hyderabad,3
7988,65.0,1000,other,Hyderabad,2
7989,60.0,965,other,Hyderabad,2
7990,195.0,2500,Rajendra Nagar,Hyderabad,4
7991,42.0,1100,other,Hyderabad,2
7992,40.0,875,other,Hyderabad,2
7993,80.0,1610,other,Hyderabad,3
7994,85.2,1420,other,Hyderabad,3
7995,173.0,2460,Nanakramguda,Hyderabad,3
7997,40.7,1100,other,Hyderabad,2
7998,40.7,1100,other,Hyderabad,2
7999,112.0,1735,Kokapet,Hyderabad,3
8000,63.42,1510,Puppalaguda,Hyderabad,2
8001,55.44,1320,Puppalaguda,Hyderabad,2
8002,91.35,2175,Puppalaguda,Hyderabad,3
8003,83.16,1980,Puppalaguda,Hyderabad,3
8004,65.52,1560,Puppalaguda,Hyderabad,3
8005,84.0,2000,Puppalaguda,Hyderabad,3
8006,84.21,2005,Puppalaguda,Hyderabad,3
8007,56.28,1340,Puppalaguda,Hyderabad,2
8008,78.95999,1880,Puppalaguda,Hyderabad,3
8009,59.43,1415,Puppalaguda,Hyderabad,2
8010,91.56,2180,Puppalaguda,Hyderabad,3
8011,91.98,2190,Puppalaguda,Hyderabad,3
8012,67.2,1600,Puppalaguda,Hyderabad,3
8013,170.0,2260,Hitech City,Hyderabad,3
8014,150.0,2015,Hitech City,Hyderabad,3
8015,45.0,1250,Kollur Road,Hyderabad,2
8016,35.03,1001,Miyapur,Hyderabad,2
8017,56.0,1551,other,Hyderabad,3
8019,46.0,1245,Kollur Road,Hyderabad,2
8021,36.65999,1111,other,Kolkata,2
8022,37.74,1020,other,Kolkata,2
8023,25.24,935,other,Kolkata,2
8024,83.0,1956,New Town,Kolkata,3
8029,46.29,1342,other,Kolkata,3
8030,130.0,2210,other,Kolkata,4
8031,36.11,973,New Town,Kolkata,2
8033,37.65999,837,other,Kolkata,2
8035,96.39,1377,other,Kolkata,3
8038,36.65999,1111,other,Kolkata,2
8039,37.74,1020,other,Kolkata,2
8040,25.24,935,other,Kolkata,2
8041,83.0,1956,New Town,Kolkata,3
8046,46.29,1342,other,Kolkata,3
8047,130.0,2210,other,Kolkata,4
8048,36.11,973,New Town,Kolkata,2
8050,37.65999,837,other,Kolkata,2
8052,96.39,1377,other,Kolkata,3
8054,75.0,1465,New Town,Kolkata,3
8056,34.88,872,other,Kolkata,2
8058,29.59,1345,other,Kolkata,3
